MONTH	DAY	YEAR	HOUR	WAVE HEIGHT(M)	WAVE PERIOD	WAVE DIRECTION	WIND SPEED(M/S)	WIND DIRECTION
01	22	2000	3	0.81	17.78	216.09	1.42369	255.769
01	22	2000	6	0.8	17.7	216.2	2.28405	314.468
01	22	2000	12	0.84	16.79	216.02	3.01325	357.337
01	22	2000	15	0.85	16.65	215.79	2.687	351.87
01	22	2000	18	0.86	16.59	215.49	2.51754	218.873
01	22	2000	21	0.87	16.51	215.27	4.41491	199.174
01	23	2000	0	0.88	16.31	215.09	2.50266	212.103
01	23	2000	3	0.89	15.79	215.81	2.44499	283.241
01	23	2000	6	0.9	15.6	215.28	2.94015	331.343
01	23	2000	9	0.91	15.52	214.82	3.04179	334.699
01	23	2000	12	0.92	15.44	214.42	1.90213	2.71198
01	23	2000	15	0.92	15.32	214.04	1.54729	354.437
01	23	2000	18	0.94	15.12	213.71	2.74578	213.864
01	23	2000	21	0.97	14.78	215.24	4.06203	217.096
01	24	2000	0	0.99	14.62	214.72	2.53837	246.061
01	24	2000	3	0.99	14.51	214.24	2.76328	305.128
01	24	2000	6	0.98	14.41	213.81	2.8093	343.242
01	24	2000	9	0.98	14.31	213.47	2.15416	347.125
01	24	2000	12	0.99	14.21	213.15	2.28528	26.7892
01	24	2000	15	1	14.07	212.87	2.0201	90.5671
01	26	2000	0	0.99	15.34	205.56	1.17337	150.376
01	26	2000	3	0.99	15.3	205.74	1.89621	26.2947
01	26	2000	6	0.99	15.31	205.54	2.96432	356.906
01	26	2000	9	1	15.31	205.01	3.22591	8.55709
01	26	2000	12	0.98	15.26	204.25	2.82936	32.7351
01	26	2000	21	1	14.16	202.65	4.07099	178.733
01	27	2000	0	1.01	14.25	203.71	1.24964	219.806
01	27	2000	3	1.01	14.27	204.29	4.73482	309.945
01	27	2000	6	1.01	14.26	204.68	3.92822	320.475
01	29	2000	15	0.94	15.51	196.72	2.23618	67.104
01	29	2000	18	0.94	15.28	194.46	4.73527	175.397
01	29	2000	21	0.99	14.98	202.59	4.86311	193.437
01	30	2000	0	0.98	14.77	201.07	2.83805	286.583
01	30	2000	3	0.98	14.65	199.54	3.67071	313.786
01	30	2000	6	1	14.53	198.35	2.38481	321.64
01	30	2000	9	1.03	17.87	192.01	2.36076	1.45636
01	30	2000	12	1.07	17.69	190.83	3.62737	25.6467
01	30	2000	15	1.11	17.14	193.88	3.46433	36.0759
01	30	2000	18	1.13	16.73	193.46	3.28055	181.048
01	30	2000	21	1.15	16.61	192.99	4.97684	193.953
01	31	2000	0	1.16	16.46	192.57	1.97517	214.897
01	31	2000	3	1.15	15.92	193.82	3.28897	316.355
01	31	2000	6	1.15	15.62	193.62	3.61508	335.136
01	31	2000	9	1.16	15.51	193.44	3.45701	3.6487
01	31	2000	12	1.16	15.38	193.31	3.74124	39.9035
01	31	2000	15	1.17	15.05	193.18	3.61365	68.4045
01	31	2000	18	1.16	14.63	193.8	4.26353	151.872
01	31	2000	21	1.16	14.52	193.72	4.77646	164.829
02	1	2000	0	1.16	14.43	193.69	2.05156	87.765
02	1	2000	3	1.14	14.29	193.67	2.38027	50.6258
02	6	2000	3	0.95	14.71	179.96	3.02275	60.4666
02	6	2000	6	1.03	14.54	180.03	5.55442	35.1779
02	6	2000	9	1.03	14.22	180.33	5.12509	40.965
02	9	2000	21	0.91	16.78	190.63	6.99493	192.467
02	10	2000	0	0.98	16.57	188.91	4.2662	219.961
02	10	2000	3	1	16.44	188	4.18562	304.488
02	10	2000	6	1.01	16.23	187.59	4.70772	343.336
02	10	2000	9	1.01	15.77	186.39	4.86129	29.0431
02	10	2000	12	1.02	15.53	185.96	4.5759	38.5228
02	10	2000	15	1.03	15.36	186.25	2.87111	49.0956
02	10	2000	18	1.03	15.17	187.13	4.68068	180.98
02	10	2000	21	1.06	14.83	186.35	4.85309	189.249
02	11	2000	0	1.07	14.57	186.39	2.53663	186.565
02	11	2000	3	1.08	14.38	186.61	0.770779	22.9057
02	11	2000	6	1.09	14.18	187.12	2.33548	3.9283
02	12	2000	18	1.13	15.39	206.78	3.76921	196.175
02	12	2000	21	1.13	15.36	209.56	4.74015	213.12
02	13	2000	0	1.13	15.29	211.39	2.91548	222.776
02	13	2000	3	1.12	15.11	213.11	0.464004	322.883
02	13	2000	6	1.11	14.67	200.49	2.10602	9.01504
02	13	2000	9	1.12	14.56	204.92	1.9169	43.5203
02	13	2000	12	1.12	14.51	208.12	2.21382	25.9863
02	13	2000	15	1.11	14.47	210.4	2.90269	348.071
02	13	2000	18	1.1	14.41	212.05	2.76319	247.891
02	13	2000	21	1.1	14.31	213.46	3.49567	234.901
02	14	2000	0	1.09	14.11	214.95	1.07541	239.859
02	15	2000	18	1	15.5	214.79	3.43863	234.23
02	15	2000	21	1	15.5	213.72	4.88415	236.44
02	16	2000	0	1	15.53	213.07	3.19081	281.204
02	16	2000	3	0.97	15.61	213.01	4.52637	334.341
02	16	2000	12	0.97	16.47	218.85	4.21674	38.9356
02	16	2000	15	0.97	14.58	214.27	3.00221	69.9352
02	16	2000	18	0.98	14.66	214.53	2.84016	175.152
02	16	2000	21	0.99	14.85	215.32	4.03803	203.963
02	17	2000	0	0.97	15.25	218.58	2.54031	152.829
02	17	2000	3	0.95	15.36	216.94	1.77868	59.9753
02	17	2000	6	0.95	15.39	215.62	2.90826	24.8026
02	17	2000	9	0.98	15.38	214.49	3.19565	3.40857
02	17	2000	12	1	15.11	213.55	3.26014	359.473
02	17	2000	15	1.02	14.65	217.63	2.64169	20.1498
02	17	2000	18	1.02	16.37	218.39	3.40066	166.74
02	17	2000	21	1.04	14.64	215.56	5.28592	160.091
02	18	2000	0	1.04	14.91	214.64	2.87903	124.242
02	18	2000	3	1.04	15.31	217.82	2.30489	49.3986
02	18	2000	6	1.04	15.35	218.68	2.99202	2.10687
02	18	2000	9	1.07	15.34	219.46	3.73434	357.237
02	18	2000	12	1.08	15.26	219.99	3.21099	10.225
02	18	2000	15	1.08	15.04	220.13	1.72026	347.58
02	18	2000	18	1.09	14.72	217.49	3.03661	206.819
02	18	2000	21	1.1	14.64	218.47	3.39419	211.63
02	19	2000	0	1.1	14.63	219.17	1.25603	232.765
02	19	2000	3	1.1	14.59	219.57	1.18229	321.87
02	19	2000	6	1.08	14.45	219.51	3.0148	346.379
02	19	2000	9	1.08	14.3	218.92	3.09015	0.556251
02	19	2000	12	1.08	14.26	217.88	1.92044	16.6421
02	19	2000	15	1.08	14.26	216.9	1.20669	350.46
02	19	2000	18	1.08	14.26	216.23	3.46226	229.686
02	19	2000	21	1.08	14.21	216.05	3.73363	224.566
02	20	2000	0	1.06	14.09	216.14	2.27343	282.447
02	21	2000	0	1.09	19	210.94	3.13441	156.297
02	21	2000	3	1.13	18.98	210.42	3.77955	334.452
02	21	2000	6	1.13	18.87	209.92	5.87276	358.244
02	21	2000	9	1.12	17.88	210.8	6.28421	19.3287
02	21	2000	12	1.14	17.75	210.45	5.5757	30.3821
02	21	2000	15	1.16	17.74	210.02	4.73207	30.1954
02	21	2000	18	1.14	17.72	209.67	3.34887	189.8
02	21	2000	21	1.16	17.6	209.32	6.68321	190.083
02	22	2000	0	1.23	16.64	209.7	4.3885	231.198
02	22	2000	3	1.3	16.57	209.81	6.27236	298.159
02	22	2000	6	1.35	16.57	209.66	6.24109	325.444
02	22	2000	9	1.35	16.57	209.37	4.9023	358.247
02	22	2000	12	1.32	16.52	208.91	4.92475	22.1902
02	22	2000	18	1.3	15.56	209.68	3.80296	208.25
02	22	2000	21	1.35	15.54	209.56	7.2546	198.985
02	23	2000	0	1.39	15.57	209.2	3.66391	202.295
02	23	2000	3	1.38	15.65	208.59	2.66413	318.652
02	23	2000	6	1.38	15.86	207.43	3.86157	358.368
02	23	2000	9	1.4	16.15	202.31	4.74308	22.5641
02	23	2000	12	1.43	16.05	204.08	5.07575	24.1917
02	23	2000	15	1.44	15.08	203.23	3.92326	16.5873
02	23	2000	18	1.42	15.12	203.1	3.15674	209.408
02	23	2000	21	1.43	15.12	203.23	4.55935	204.767
02	24	2000	0	1.43	15.05	203.39	1.60863	221.22
02	24	2000	3	1.41	14.75	205.55	2.85161	343.917
02	24	2000	6	1.39	14.5	204.83	3.44205	24.1821
02	24	2000	9	1.38	14.38	204.44	3.84246	47.2146
02	24	2000	12	1.39	14.31	204.4	3.85841	36.0382
02	24	2000	15	1.4	14.26	204.68	3.02866	33.69
02	24	2000	18	1.39	14.12	205.3	3.63065	197.637
02	26	2000	6	1.33	14.09	208.45	5.25449	327.671
02	26	2000	9	1.32	14.16	208.14	5.09439	321.375
02	26	2000	12	1.32	14.12	207.87	4.94079	327.564
03	1	2000	9	0.91	14.73	188.28	3.43484	25.8936
03	1	2000	12	0.94	14.6	188.07	3.55983	40.671
03	1	2000	15	0.96	14.41	188.17	2.79451	60.4075
03	1	2000	18	0.97	14.24	188.42	4.20476	168.476
03	1	2000	21	0.99	14.15	188.8	5.08119	181.241
03	2	2000	0	0.99	14.09	189.2	1.81959	227.896
03	3	2000	12	1.03	14.59	214.67	4.28053	355.981
03	3	2000	15	1.03	14.73	214.66	2.76568	327.402
03	3	2000	18	1.03	15.37	215.84	4.35253	237.479
03	3	2000	21	1.04	15.45	214.32	5.53802	233.296
03	4	2000	0	1.08	15.43	213.75	4.20195	257.353
03	4	2000	3	1.1	15.36	213.71	3.63094	304.566
03	4	2000	6	1.12	15.21	213.75	1.75003	0.3274
03	4	2000	9	1.13	14.73	214.2	1.92354	25.2328
03	4	2000	12	1.13	14.42	214.02	2.18284	13.7816
03	4	2000	15	1.12	14.31	214.04	1.51529	343.12
03	4	2000	18	1.11	14.24	213.95	2.222	191.159
03	4	2000	21	1.11	14.21	213.75	3.41248	177.816
03	5	2000	0	1.13	14.17	213.52	1.69331	189.518
03	5	2000	3	1.14	14.11	213.36	2.27482	302.433
03	5	2000	12	1.2	17.94	214.23	2.96746	9.11309
03	5	2000	15	1.22	17.82	213.15	1.74614	343.018
03	5	2000	18	1.22	17.74	212.38	3.30712	192.398
03	5	2000	21	1.22	17.55	211.87	2.39535	176.17
03	6	2000	0	1.24	16.92	213.95	1.09005	202.095
03	6	2000	3	1.26	16.71	213.12	2.64123	345.753
03	6	2000	6	1.27	16.63	212.29	3.22665	327.788
03	6	2000	9	1.28	16.54	212	3.90283	346.818
03	6	2000	12	1.28	16.35	211.92	3.56001	359.839
03	6	2000	15	1.29	15.84	213.02	2.76921	16.1443
03	6	2000	18	1.31	15.65	212.52	3.25295	185.115
03	6	2000	21	1.34	15.57	212.23	4.81009	208.43
03	7	2000	0	1.33	15.52	212.08	1.99324	249.747
03	7	2000	3	1.31	15.43	212.32	1.67287	341.89
03	7	2000	6	1.3	15.28	212.71	2.45422	342.451
03	7	2000	9	1.3	14.92	212.54	3.15527	354.362
03	7	2000	12	1.31	14.71	212.47	3.43118	8.88579
03	7	2000	15	1.3	14.61	212.49	1.74385	345.725
03	7	2000	18	1.27	14.55	212.6	4.13299	222.647
03	7	2000	21	1.27	14.5	212.76	4.93082	217.916
03	8	2000	0	1.25	14.45	212.95	3.54634	264.499
03	8	2000	3	1.23	14.4	213.19	5.49859	312.715
03	8	2000	6	1.22	14.3	213.44	5.58872	316.74
03	8	2000	9	1.2	14.08	213.87	3.82744	338.866
03	9	2000	6	1.17	16.54	216.57	3.02655	352.405
03	9	2000	9	1.17	16.53	215.98	1.99902	38.7045
03	9	2000	12	1.18	16.51	215.41	2.40185	33.6238
03	10	2000	0	1.18	15.5	217.37	1.66397	166.799
03	10	2000	3	1.18	15.51	217.42	2.14189	357.592
03	10	2000	6	1.18	15.59	217.43	2.53949	13.4343
03	10	2000	9	1.19	15.8	217.64	2.18014	47.6025
03	10	2000	12	1.2	16.15	214.89	2.49708	30.5702
03	10	2000	15	1.2	16.17	213.86	2.37565	80.0617
03	10	2000	18	1.2	15.2	216.72	3.75959	168.959
03	10	2000	21	1.21	15.22	215.64	4.67428	177.547
03	11	2000	0	1.22	15.26	214.71	2.34418	176.576
03	11	2000	3	1.21	15.26	213.98	0.785684	317.579
03	11	2000	6	1.2	15.22	213.42	2.88487	334.323
03	11	2000	9	1.2	15.11	213.01	3.2565	332.176
03	11	2000	12	1.19	14.76	214.04	3.07002	343.926
03	11	2000	15	1.19	14.53	213.49	0.971288	357.049
03	11	2000	18	1.18	14.44	213.2	3.58437	204.563
03	11	2000	21	1.2	14.39	213.11	4.54428	215.054
03	12	2000	0	1.22	14.35	213.11	1.7263	215.808
03	12	2000	3	1.23	14.29	213.11	1.65421	14.7083
03	12	2000	6	1.24	14.15	213	1.8409	6.23707
03	12	2000	12	1.28	15.48	207.19	2.07068	5.82071
03	12	2000	15	1.32	15.42	207.2	1.91384	34.3543
03	12	2000	18	1.36	15.33	207.31	5.34136	199.012
03	12	2000	21	1.44	15.18	207.36	6.28834	205.832
03	13	2000	0	1.47	14.84	207.06	4.62005	270.248
03	13	2000	3	1.49	14.61	207.06	5.11977	315.633
03	13	2000	6	1.53	14.49	207.3	4.58539	337.294
03	13	2000	9	1.58	14.41	207.66	3.29074	1.21887
03	13	2000	12	1.6	14.37	207.85	2.93721	60.6421
03	13	2000	15	1.62	14.39	207.76	2.63471	97.8531
03	13	2000	18	1.63	14.62	207.04	5.64437	171.338
03	13	2000	21	1.67	14.68	205.67	4.86963	168.99
03	14	2000	0	1.67	14.51	204.01	0.25	343.74
03	14	2000	3	1.67	14.4	202.55	3.44061	341.881
03	14	2000	6	1.66	14.31	201.54	3.81215	343.229
03	14	2000	9	1.66	14.21	200.98	3.55128	346.981
03	14	2000	12	1.66	14.05	200.75	2.83113	358.381
03	15	2000	15	1.56	15.76	212.87	2.64214	349.753
03	15	2000	18	1.53	15.63	211.52	2.7577	248.739
03	15	2000	21	1.51	15.56	209.84	3.271	253.116
03	16	2000	0	1.5	15.5	208.12	3.04923	250.258
03	16	2000	3	1.5	15.43	206.6	2.03593	245.323
03	16	2000	6	1.51	15.33	205.31	1.63686	318.715
03	16	2000	9	1.51	15.19	204.19	2.18888	12.1313
03	16	2000	12	1.5	14.94	204.62	2.90689	26.565
03	16	2000	15	1.48	14.72	203.97	1.86038	13.3639
03	16	2000	18	1.46	14.57	203.68	3.55844	215.969
03	16	2000	21	1.46	14.45	203.53	4.89336	224.504
03	17	2000	0	1.46	14.36	203.3	3.32032	230.99
03	17	2000	3	1.44	14.3	203.01	2.59665	280.877
03	17	2000	6	1.4	14.24	202.76	3.57577	328.844
03	17	2000	9	1.37	14.15	202.62	3.68978	338.372
03	18	2000	0	1.3	15.47	211	2.52294	257.176
03	18	2000	3	1.28	15.43	210.17	4.02548	320.14
03	18	2000	6	1.27	15.33	209.48	3.61784	340.964
03	18	2000	12	1.25	14.56	205.44	4.10239	1.95568
03	18	2000	15	1.25	14.46	204.63	2.7189	353.241
03	18	2000	18	1.24	14.39	204.41	3.54746	236.848
03	18	2000	21	1.23	14.26	204.66	4.77326	219.56
03	19	2000	6	1.23	20.35	210.35	0.413038	353.047
03	19	2000	9	1.22	20.32	209.63	2.46662	345.682
03	19	2000	15	1.23	19.1	211.08	1.75602	322.869
03	19	2000	18	1.25	19.03	210.48	4.64491	218.005
03	19	2000	21	1.25	19.01	209.9	5.24329	203.73
03	20	2000	0	1.22	18.92	209.25	2.03226	188.489
03	20	2000	3	1.21	18.18	210.99	0.631269	319.497
03	20	2000	6	1.25	17.83	210.44	1.75328	339.291
03	20	2000	9	1.28	17.78	210.16	1.83984	47.2025
03	20	2000	12	1.28	17.75	210.25	2.30638	54.1734
03	20	2000	15	1.26	17.66	210.86	0.89202	127.255
03	20	2000	18	1.25	17.18	210.59	4.85791	190.917
03	20	2000	21	1.27	16.71	210.84	3.16446	208.914
03	21	2000	0	1.28	16.63	211.05	2.15139	281.258
03	21	2000	3	1.29	16.58	211.14	3.66456	313.231
03	21	2000	6	1.3	16.51	211.09	3.97537	301.211
03	21	2000	9	1.3	16.35	211.03	3.72505	301.386
03	21	2000	12	1.27	15.86	211.28	2.55644	330.728
03	21	2000	15	1.24	15.62	211.01	1.136	332.758
03	21	2000	18	1.23	15.52	210.79	4.64491	211.98
03	21	2000	21	1.25	15.45	210.69	5.03016	217.326
03	22	2000	0	1.25	15.37	210.44	2.46917	234.894
03	22	2000	3	1.24	15.29	210.13	2.0617	333.808
03	22	2000	6	1.21	15.16	209.67	2.14294	331.88
03	22	2000	9	1.17	14.84	210.09	0.850941	340.074
03	22	2000	12	1.15	14.57	209.94	0.58258	39.4277
03	22	2000	15	1.14	14.44	209.78	0.534603	187.524
03	22	2000	18	1.14	14.38	209.51	4.31259	220.486
03	22	2000	21	1.16	14.34	209.19	4.90832	226.156
03	23	2000	0	1.16	14.3	208.85	2.20411	221.137
03	23	2000	3	1.15	14.23	208.53	1.34618	13.3136
03	23	2000	6	1.13	14.09	208.15	2.16449	316.498
03	27	2000	0	0.92	14.6	214.17	1.6371	207.661
03	27	2000	3	0.91	14.54	213.81	4.4623	310.365
03	27	2000	6	0.92	14.52	213.51	4.90553	309.043
03	27	2000	9	0.94	14.49	213.44	5.70548	311.092
03	27	2000	12	0.98	14.44	213.8	5.48535	318.844
03	28	2000	6	1.15	14.09	212.78	4.17337	281.472
03	28	2000	9	1.14	14.39	212.38	4.73608	302.147
03	28	2000	12	1.15	17.87	217.17	5.07521	311.005
03	28	2000	15	1.17	17.76	215.27	5.17568	308.331
03	28	2000	18	1.2	17.63	213.35	5.53716	251.467
03	28	2000	21	1.27	17.35	211.58	7.28962	238.12
03	29	2000	0	1.38	16.83	216.37	6.735	258.09
03	29	2000	3	1.43	16.66	214.91	5.22212	283.398
03	29	2000	6	1.44	16.57	213.36	5.40412	301.455
03	29	2000	9	1.45	16.45	211.87	6.22384	313.828
03	29	2000	12	1.47	16.14	210.69	6.39351	316.141
03	29	2000	15	1.52	15.68	214.9	6.44743	300.065
03	29	2000	18	1.56	15.55	213.79	6.96287	268.354
03	29	2000	21	1.6	15.47	212.74	6.31129	259.224
03	30	2000	0	1.59	15.37	211.76	5.12316	267.987
03	30	2000	3	1.58	15.1	210.83	5.47464	292.443
03	30	2000	6	1.57	14.69	214.07	5.28213	314.77
03	30	2000	9	1.55	14.56	213.51	5.17491	328.03
03	30	2000	12	1.52	14.49	212.94	4.51558	331.278
03	30	2000	15	1.48	14.42	212.36	3.35018	299.703
03	30	2000	18	1.44	14.34	211.61	5.81898	241.013
03	30	2000	21	1.41	14.18	210.79	6.3553	246.541
04	1	2000	21	1.08	15.21	218.76	4.34885	234.264
04	2	2000	3	1.1	14.45	215.59	3.20894	326.31
04	2	2000	6	1.11	14.23	215.51	4.9259	331.77
04	2	2000	9	1.13	14.09	215.64	5.08917	342.74
04	2	2000	18	1.18	16.67	208.42	3.614	253.772
04	2	2000	21	1.21	16.69	208.35	4.00621	247.083
04	3	2000	0	1.23	16.77	207.93	2.64462	277.824
04	3	2000	3	1.26	16.87	206.49	2.38288	349.114
04	3	2000	6	1.3	16.81	203.74	3.41006	346.086
04	3	2000	9	1.37	16.45	201.15	4.19363	352.739
04	3	2000	12	1.43	16.02	205.47	4.40965	7.68907
04	3	2000	15	1.47	15.83	204.45	2.66908	4.72798
04	3	2000	18	1.49	15.72	203.35	2.37422	217.642
04	3	2000	21	1.5	15.6	202.58	4.05765	219.3
04	4	2000	0	1.52	15.46	202.2	2.14441	217.992
04	4	2000	3	1.53	15.24	202.02	2.45937	346.359
04	4	2000	6	1.54	14.9	202.84	3.45788	10.4975
04	4	2000	9	1.55	14.7	203.15	3.8833	24.9812
04	4	2000	12	1.54	14.59	203.48	3.55647	28.0061
04	4	2000	15	1.54	14.5	203.72	0.0848528	225
04	4	2000	18	1.54	14.41	203.88	6.71417	210.92
04	4	2000	21	1.58	14.32	204.02	7.608	216.825
04	5	2000	0	1.59	14.19	204.19	5.66472	240.494
04	6	2000	18	1.29	16.4	204.69	4.43441	195.165
04	6	2000	21	1.3	16.14	204.94	4.39892	198.971
04	7	2000	0	1.31	15.78	203.79	2.09774	211.948
04	7	2000	3	1.3	15.63	204.01	0.644438	311.855
04	7	2000	6	1.3	15.48	204.48	2.7247	310.236
04	7	2000	9	1.3	15.26	204.96	4.26691	321.948
04	7	2000	12	1.31	14.93	203.7	4.1044	329.874
04	7	2000	15	1.31	14.71	203.79	3.24508	298.935
04	7	2000	18	1.31	14.61	204.02	4.45558	238.772
04	7	2000	21	1.32	14.46	204.35	5.3904	226.654
04	8	2000	0	1.33	14.25	204.66	4.26358	246.502
04	8	2000	3	1.32	14.01	203.47	4.1679	288.609
04	9	2000	0	1.29	19.06	214.89	5.60715	254.378
04	9	2000	3	1.28	19	214.46	4.6322	314.038
04	9	2000	6	1.24	18.94	213.9	2.59031	359.115
04	9	2000	9	1.22	18.76	213.21	3.55106	46.5974
04	9	2000	12	1.21	18.09	214.52	3.76012	37.3269
04	9	2000	15	1.21	17.85	214.33	3.00128	72.3497
04	9	2000	18	1.22	17.77	214.07	4.90175	152.807
04	9	2000	21	1.27	17.7	213.79	6.79224	155.283
04	10	2000	0	1.34	17.57	213.36	4.13359	132.451
04	10	2000	3	1.41	17.27	212.74	3.22262	17.704
04	10	2000	6	1.36	16.83	213.53	4.09101	355.795
04	10	2000	9	1.29	16.67	213.45	4.20576	2.99846
04	10	2000	12	1.25	16.56	213.29	4.06159	25.3662
04	10	2000	15	1.24	16.46	213.08	2.17154	40.1433
04	10	2000	18	1.23	16.32	212.8	5.00354	188.39
04	10	2000	21	1.23	16.07	212.52	3.4192	199.654
04	11	2000	0	1.2	15.74	212.41	0.511566	175.515
04	11	2000	3	1.18	15.58	212.26	2.01427	349.415
04	11	2000	6	1.18	15.47	212.24	3.69769	340.242
04	11	2000	9	1.19	15.38	212.4	4.2404	339.428
04	11	2000	12	1.21	15.27	212.64	4.41131	347.697
04	11	2000	15	1.2	15.13	212.9	2.98719	310.248
04	11	2000	18	1.18	14.85	211.19	5.28414	233.542
04	11	2000	21	1.21	14.65	211.42	6.46525	235.843
04	12	2000	0	1.3	14.53	211.81	5.09598	255.337
04	12	2000	3	1.34	14.44	212.34	4.39693	295.458
04	12	2000	6	1.35	14.36	212.8	4.94631	311.23
04	12	2000	9	1.31	14.28	213.1	3.99786	305.121
04	12	2000	12	1.25	14.22	213.08	4.12604	322.88
04	12	2000	15	1.19	14.18	212.73	3.35932	302.602
04	12	2000	18	1.15	14.17	212.11	6.45505	250.639
04	12	2000	21	1.23	14.15	211.45	8.08481	255.019
04	13	2000	0	1.34	14.1	211.02	6.91192	265.436
04	15	2000	21	1.49	14.64	208.72	2.93973	186.642
04	16	2000	0	1.48	14.54	209.62	2.11237	177.286
04	16	2000	3	1.45	14.39	209.95	1.5003	88.854
04	16	2000	6	1.43	14.22	209.92	1.88162	66.8413
04	16	2000	9	1.42	14.04	209.76	2.20495	33.9062
04	18	2000	18	1.26	15.46	200.75	5.95265	194.994
04	18	2000	21	1.31	15.35	200.4	6.00377	205.029
04	19	2000	0	1.3	15.19	200.49	3.31145	252.605
04	19	2000	3	1.27	14.71	203.22	4.44639	312.083
04	19	2000	6	1.26	14.48	202.44	3.79332	334.719
04	19	2000	9	1.26	14.4	202.16	2.42095	5.45154
04	19	2000	12	1.26	14.32	202.2	3.20601	37.0128
04	19	2000	15	1.25	14.2	202.38	1.9308	76.8273
04	21	2000	3	1.27	18.96	214.09	3.5871	330.433
04	21	2000	6	1.29	18.78	214.11	4.20187	326.159
04	21	2000	9	1.32	18.43	213.73	3.22099	339.652
04	21	2000	12	1.34	18.06	213.31	3.09561	12.6893
04	21	2000	15	1.37	17.9	213.59	0.64846	333.435
04	21	2000	18	1.42	17.76	213.74	5.71909	208.627
04	21	2000	21	1.49	17.59	213.64	5.21599	227.409
04	22	2000	0	1.53	17.37	213.23	3.26676	251.066
04	22	2000	3	1.55	17.1	213.42	4.46723	317.813
04	22	2000	6	1.57	16.93	213.39	4.99541	333.23
04	22	2000	9	1.61	16.79	213.29	5.41724	2.96275
04	22	2000	12	1.65	16.67	213.04	5.77313	34.9838
04	22	2000	15	1.7	16.55	212.69	2.98042	68.3412
04	22	2000	18	1.72	16.44	212.33	5.37302	178.08
04	22	2000	21	1.75	16.33	211.94	5.48753	190.819
04	23	2000	0	1.76	16.21	211.56	2.2032	228.496
04	23	2000	3	1.76	16.08	211.2	2.93155	318.042
04	23	2000	6	1.77	15.93	212.06	5.33975	319.329
04	23	2000	9	1.78	15.79	211.68	4.53706	321.892
04	23	2000	12	1.77	15.65	211.31	3.81876	324.271
04	23	2000	15	1.77	15.53	210.98	2.19185	267.647
04	23	2000	18	1.77	15.43	210.76	5.90703	228.294
04	23	2000	21	1.79	15.34	210.71	5.9503	223.025
04	24	2000	0	1.79	15.26	210.79	3.67001	232.974
04	24	2000	3	1.77	15.17	210.95	3.16425	291.701
04	24	2000	6	1.75	15.07	211.15	2.60923	314.845
04	24	2000	9	1.73	14.88	209.87	3.57807	315.453
04	24	2000	12	1.71	14.68	210	3.80596	321.293
04	24	2000	15	1.71	14.52	210.17	3.60967	290.092
04	24	2000	18	1.72	14.43	210.29	6.51869	238.871
04	24	2000	21	1.75	14.37	210.33	6.98536	234.262
04	25	2000	0	1.75	20.27	203.87	4.89075	262.599
04	25	2000	3	1.74	14.33	210.26	3.68717	298.511
04	25	2000	6	1.74	19.13	205.51	4.11851	310.964
04	25	2000	9	1.74	19.03	204.58	3.92588	313.452
04	25	2000	12	1.73	18.94	203.67	3.50845	324.045
04	25	2000	15	1.73	18.59	202.61	2.36425	290.811
04	25	2000	18	1.76	17.89	203.88	5.91801	220.203
04	25	2000	21	1.8	17.77	203.7	4.86837	222.836
04	26	2000	0	1.82	17.69	203.54	3.5203	258.531
04	26	2000	3	1.82	17.51	203.37	5.43975	304.742
04	26	2000	6	1.82	16.86	202.47	3.90643	320.401
04	26	2000	9	1.83	16.63	203.29	2.8028	347.848
04	26	2000	12	1.82	16.54	203.86	3.1631	2.53676
04	26	2000	15	1.82	16.45	204.23	1.12805	335.934
04	26	2000	18	1.8	16.3	204.49	5.65404	217.093
04	26	2000	21	1.78	15.83	202.95	5.36778	231.657
04	27	2000	0	1.73	15.56	203.99	4.52249	271.901
04	27	2000	3	1.7	15.45	204.76	5.17502	299.141
04	27	2000	6	1.67	15.38	205.33	2.90658	308.013
04	27	2000	9	1.65	15.3	205.7	1.50722	332.755
04	27	2000	12	1.61	15.18	205.89	2.96083	27.3439
04	27	2000	15	1.56	14.86	204.51	1.66712	49.6223
04	27	2000	18	1.51	14.57	205.15	4.81067	180.953
04	27	2000	21	1.49	14.44	205.72	4.5401	200.231
04	28	2000	0	1.45	14.36	206.19	1.45014	270.79
04	28	2000	3	1.4	14.3	206.56	2.62231	329.523
04	28	2000	6	1.36	14.23	206.9	2.87767	311.055
04	28	2000	9	1.33	14.13	207.22	2.75632	339.395
04	29	2000	15	1.23	16.88	192.55	1.14529	95.5113
04	29	2000	18	1.26	16.66	191.62	4.07534	168.965
04	29	2000	21	1.29	16.28	190.48	2.94864	172.007
04	30	2000	0	1.3	15.8	193.21	2.89033	214.57
04	30	2000	3	1.31	15.61	192.85	2.98027	269.231
04	30	2000	6	1.33	15.41	192.49	4.87714	290.776
04	30	2000	9	1.35	15.03	191.92	3.77725	316.502
04	30	2000	12	1.35	14.71	193.71	3.16539	345.174
04	30	2000	15	1.36	14.56	193.64	1.9462	322.306
04	30	2000	18	1.36	14.42	193.59	3.29632	229.06
04	30	2000	21	1.38	14.25	193.48	4.23628	226.052
05	1	2000	0	1.4	14.01	194.1	4.4911	258.44
05	1	2000	18	1.55	18.58	195.42	4.14609	197.692
05	1	2000	21	1.58	18.05	198.61	4.40028	217.521
05	2	2000	0	1.61	17.94	198.14	3.91809	233.511
05	2	2000	3	1.64	17.85	197.58	2.77334	285.69
