1979,2.24
1980,2.02
1981,2.84
1982,2.6
1983,3.6
1984,1.62
1985,2.37
1986,3.12
1987,2.33
1988,2.8
1989,3.11
1990,2.11
1991,2.52
1992,2.22
1993,3.03
1994,1.67
1995,2.21
1996,2.22
1997,2.39
1998,2.5
1999,2.43
2000,2.05
2001,2.2
2002,1.97
2003,2.13
2004,1.86
2005,2.25
2006,3.05
2007,2.12
2008,2.54
2009,1.49
2010,1.5
2011,2.09
2012,2.56
2013,2.51
